query_id,measure,perfect,binarized,nearrandom
301,AP,0.11851370027823413,0.10474041338479222,0.07800032322516685
301,RR,1.0,1.0,0.5
301,R@1000,0.3325892857142857,0.33035714285714285,0.28794642857142855
301,nDCG@3,1.0,1.0,0.5307212739772434
301,nDCG@10,0.7125523635307982,0.7819835854675755,0.5430029249822634
301,nDCG@20,0.7089962665807671,0.611864456212642,0.5984525388460322
301,nDCG@100,0.511509120155611,0.48844745474093537,0.35925838063026516
302,AP,0.46561378719110946,0.44496899356062664,0.4124401126190073
302,RR,1.0,1.0,1.0
302,R@1000,0.7538461538461538,0.7692307692307693,0.7692307692307693
302,nDCG@3,1.0,1.0,1.0
302,nDCG@10,0.9216017310213247,0.9216017310213247,0.841492960259019
302,nDCG@20,0.8774449588212476,0.9097832499695674,0.8269818027364257
302,nDCG@100,0.6306854073738766,0.6153600417314137,0.5925107871961435
303,AP,0.21143615717809267,0.21894051053976002,0.14952433393606232
303,RR,1.0,1.0,0.5
303,R@1000,1.0,1.0,1.0
303,nDCG@3,0.46927872602275644,0.46927872602275644,0.2960819109658652
303,nDCG@10,0.28952298823485745,0.2934556883974402,0.13886244387355454
303,nDCG@20,0.28952298823485745,0.2934556883974402,0.20025548947830107
303,nDCG@100,0.568992196586033,0.5760963908444747,0.4419075728005929
304,AP,0.08057970444315264,0.07022042791903378,0.04780091750777857
304,RR,1.0,1.0,1.0
304,R@1000,0.5357142857142857,0.5153061224489796,0.4846938775510204
304,nDCG@3,0.46927872602275644,0.46927872602275644,0.46927872602275644
304,nDCG@10,0.31488013066763093,0.28371255449703187,0.22009176629808017
304,nDCG@20,0.23727632726767167,0.21543711016886619,0.1420400396336573
304,nDCG@100,0.173296952485908,0.15017041531040712,0.08677453498366844
305,AP,0.09718705816790739,0.09931388109609492,0.0947020306682728
305,RR,1.0,1.0,1.0
305,R@1000,0.5142857142857142,0.5142857142857142,0.5428571428571428
305,nDCG@3,0.7653606369886217,0.7653606369886217,0.7653606369886217
305,nDCG@10,0.3589542101716347,0.43231813227099475,0.3589542101716347
305,nDCG@20,0.2712783938928164,0.2790040067148865,0.2671673367454151
305,nDCG@100,0.29442663502352834,0.2844772572998808,0.2911276300197549
306,AP,0.19410449700465338,0.17895138503856714,0.11805970229760404
306,RR,1.0,1.0,0.5
306,R@1000,0.5542168674698795,0.5240963855421686,0.48493975903614456
306,nDCG@3,1.0,1.0,0.2960819109658652
306,nDCG@10,0.9363792118010483,0.84860265890399,0.28762634971412726
306,nDCG@20,0.8160126303756072,0.7595132470339666,0.2895960859172028
306,nDCG@100,0.48885620325805196,0.4741441774221478,0.3271320973565263
307,AP,0.19170028360781263,0.16452015645456644,0.19442491329606812
307,RR,1.0,1.0,1.0
307,R@1000,0.5,0.47619047619047616,0.5
307,nDCG@3,1.0,1.0,1.0
307,nDCG@10,0.933745776545611,0.8701249883466593,0.9305687780632227
307,nDCG@20,0.7824272130268142,0.7728641670502675,0.7812231600202985
307,nDCG@100,0.4837124644756238,0.4349580910149815,0.48425392720490257
308,AP,0.3744206773618538,0.39283723522853964,0.3830504533829342
308,RR,1.0,1.0,1.0
308,R@1000,1.0,1.0,1.0
308,nDCG@3,0.46927872602275644,0.46927872602275644,0.46927872602275644
308,nDCG@10,0.5032251913410369,0.3903800499921017,0.3903800499921017
308,nDCG@20,0.5968431940286333,0.5984087728454339,0.5928918137479302
308,nDCG@100,0.6735769338462116,0.6835523372542377,0.678035378156734
309,AP,0.0,0.0,0.0006265664160401002
309,RR,0.0,0.0,0.0018796992481203006
309,R@1000,0.0,0.0,0.3333333333333333
309,nDCG@3,0.0,0.0,0.0
309,nDCG@10,0.0,0.0,0.0
309,nDCG@20,0.0,0.0,0.0
309,nDCG@100,0.0,0.0,0.0
310,AP,0.4465781874085114,0.4795644099490253,0.4362953454792321
310,RR,1.0,1.0,1.0
310,R@1000,0.8461538461538461,0.7692307692307693,0.7692307692307693
310,nDCG@3,1.0,1.0,1.0
310,nDCG@10,0.6332196796270029,0.6332196796270029,0.6332196796270029
310,nDCG@20,0.5804338091424993,0.589315465329885,0.5372290725467568
310,nDCG@100,0.720351596159566,0.7375173489144379,0.7150187429937888
311,AP,0.38515928521140574,0.2900624151630077,0.32396163398288325
311,RR,1.0,1.0,1.0
311,R@1000,0.6483516483516484,0.5989010989010989,0.6153846153846154
311,nDCG@3,1.0,1.0,1.0
311,nDCG@10,0.9216017310213247,0.8389574121760602,0.9052116356304493
311,nDCG@20,0.916539346457806,0.7955424168750348,0.8351186708512213
311,nDCG@100,0.6895349385668214,0.5671534795895112,0.6230066169330811
312,AP,0.25382775119617224,0.22849709213345576,0.1103902405212449
312,RR,1.0,1.0,1.0
312,R@1000,0.36363636363636365,0.36363636363636365,0.36363636363636365
312,nDCG@3,0.7653606369886217,0.7653606369886217,0.46927872602275644
312,nDCG@10,0.4537425745411855,0.43735247915031,0.22009176629808017
312,nDCG@20,0.4274972183209077,0.41205515804102627,0.256175910487838
312,nDCG@100,0.45898733369999406,0.41205515804102627,0.29628504724645943
313,AP,0.38750665078598046,0.4381662693940857,0.37504084569872487
313,RR,1.0,1.0,1.0
313,R@1000,0.6774193548387096,0.7204301075268817,0.6774193548387096
313,nDCG@3,1.0,1.0,1.0
313,nDCG@10,0.933745776545611,0.9363792118010483,0.8701249883466593
313,nDCG@20,0.9176206204291528,0.9216344702466663,0.9161829080980793
313,nDCG@100,0.535725780116183,0.5531887768469841,0.5255679077871716
314,AP,0.0367624121678757,0.03187947049292124,0.023803084203476422
314,RR,1.0,1.0,1.0
314,R@1000,0.29545454545454547,0.20454545454545456,0.11363636363636363
314,nDCG@3,0.46927872602275644,0.46927872602275644,0.46927872602275644
314,nDCG@10,0.2863459897524692,0.22009176629808017,0.22009176629808017
314,nDCG@20,0.2188613244046714,0.1816611066894729,0.1420400396336573
314,nDCG@100,0.1302924787174617,0.12593010108410538,0.0845592472372003
315,AP,0.02080638971103549,0.027598177859858304,0.02935119923949659
315,RR,0.05,0.027777777777777776,0.01818181818181818
315,R@1000,0.47761194029850745,0.5522388059701493,0.6417910447761194
315,nDCG@3,0.0,0.0,0.0
315,nDCG@10,0.0,0.0,0.0
315,nDCG@20,0.03233829114831982,0.0,0.0
315,nDCG@100,0.07069864639754435,0.0671200688648983,0.030688700740268148
316,AP,0.04886311886231204,0.039709283064109424,0.04264937687265337
316,RR,1.0,1.0,1.0
316,R@1000,0.38235294117647056,0.3235294117647059,0.23529411764705882
316,nDCG@3,0.46927872602275644,0.46927872602275644,0.46927872602275644
316,nDCG@10,0.22009176629808017,0.22009176629808017,0.28371255449703187
316,nDCG@20,0.1420400396336573,0.1420400396336573,0.18309881902054637
316,nDCG@100,0.19026940635290307,0.1548088691089808,0.1679374668466266
317,AP,0.43132825922704415,0.4304975672975975,0.41928902694380515
317,RR,1.0,1.0,1.0
317,R@1000,0.9285714285714286,0.9285714285714286,0.9285714285714286
317,nDCG@3,1.0,1.0,1.0
317,nDCG@10,0.6489315753318465,0.6489315753318465,0.642186726668901
317,nDCG@20,0.56601896170057,0.567398071438983,0.5199844136891285
317,nDCG@100,0.6900403206185846,0.6588087584420481,0.6578683004407813
318,AP,0.011345639084421742,0.00962173110603447,0.0018739055772940105
318,RR,1.0,1.0,0.16666666666666666
318,R@1000,0.09734513274336283,0.061946902654867256,0.035398230088495575
318,nDCG@3,0.46927872602275644,0.46927872602275644,0.0
318,nDCG@10,0.22009176629808017,0.22009176629808017,0.07839826897867533
318,nDCG@20,0.1420400396336573,0.1420400396336573,0.05059568297461706
318,nDCG@100,0.0662665610994014,0.05533469463616968,0.024350594001845687
319,AP,0.05412536733464531,0.044689020124501405,0.03940604125945913
319,RR,1.0,1.0,0.5
319,R@1000,0.4,0.38235294117647056,0.3764705882352941
319,nDCG@3,0.7039180890341347,0.46927872602275644,0.2960819109658652
319,nDCG@10,0.33013764944712026,0.31488013066763093,0.23365080824310533
319,nDCG@20,0.2494163474390248,0.2405201053781338,0.18554077528024393
319,nDCG@100,0.16774399531149795,0.14016208455993218,0.12798274076496113
320,AP,0.3326198652719091,0.2549564270152505,0.19191119267206225
320,RR,1.0,0.5,0.25
320,R@1000,1.0,1.0,1.0
320,nDCG@3,0.46927872602275644,0.2960819109658652,0.0
320,nDCG@10,0.30260241349881345,0.19092086617893467,0.13032376591037062
320,nDCG@20,0.6056337838243226,0.4921493238173079,0.20777728197220996
320,nDCG@100,0.6568624985941176,0.5486307939435853,0.4702102400175654
321,AP,0.13584131716456443,0.12241625523458902,0.13740649532818788
321,RR,1.0,1.0,1.0
321,R@1000,0.3399014778325123,0.31527093596059114,0.3399014778325123
321,nDCG@3,1.0,1.0,1.0
321,nDCG@10,1.0,1.0,1.0
321,nDCG@20,0.8555717189370438,0.8191007513227554,0.8555717189370438
321,nDCG@100,0.3933424375945941,0.38239269307332535,0.39355951427671054
322,AP,0.0074067683410890895,0.010997980121655912,0.014405744719276718
322,RR,0.022727272727272728,0.1,0.2
322,R@1000,0.4117647058823529,0.4117647058823529,0.35294117647058826
322,nDCG@3,0.0,0.0,0.0
322,nDCG@10,0.0,0.06362078819895171,0.08514311764162098
322,nDCG@20,0.0,0.04105877938688906,0.05494858807198588
322,nDCG@100,0.03458472637259882,0.029047824818398207,0.05977760901642454
323,AP,0.07730436138738989,0.0741984842399352,0.07429695528583533
323,RR,1.0,1.0,1.0
