measure,query_id,perfect,binarized,nearrandom
AP,307,0.1851531737948808,0.20573532444288017,0.1851531737948808
AP,310,0.253705850212975,0.251988097063667,0.253705850212975
AP,311,0.16974002351346493,0.170032388904181,0.16974002351346493
AP,316,0.012428403206878106,0.012777653910952433,0.012428403206878106
AP,317,0.27031076330802967,0.2697413607999425,0.27031076330802967
AP,319,0.04238938457476305,0.05267620212599042,0.04238938457476305
AP,320,0.08998650752435901,0.09121039367518242,0.08998650752435901
AP,325,0.026710276513344355,0.02383883578097183,0.026710276513344355
AP,326,0.4233144858544622,0.4312444831829712,0.4233144858544622
AP,331,0.3141272181738862,0.3245902625388573,0.3141272181738862
AP,334,0.11462150166266655,0.11367934319851544,0.11462150166266655
AP,339,0.270601323407775,0.2790931648996165,0.270601323407775
AP,346,0.14635799179229841,0.15255532404655403,0.14635799179229841
AP,356,0.04003559833056696,0.04162002191844859,0.04003559833056696
AP,361,0.37215099715099714,0.3955909014732544,0.37215099715099714
AP,368,0.2823702380647054,0.21150387589591202,0.2823702380647054
AP,369,0.26338446499736823,0.28205128205128205,0.26338446499736823
AP,370,0.17751070561727675,0.18967577725774956,0.17751070561727675
AP,397,0.7031431322417233,0.7012494528133255,0.7031431322417233
AP,398,0.09791752827499214,0.08823933235660243,0.09791752827499214
AP,405,0.11417526788414276,0.11083379860146844,0.11417526788414276
AP,409,0.22100907191032582,0.22515155802507245,0.22100907191032582
AP,412,0.44279437334861,0.4491260237102344,0.44279437334861
AP,413,0.04251845661313869,0.040106287243250355,0.04251845661313869
AP,415,0.15828861938415079,0.14081745516757654,0.15828861938415079
AP,419,0.2720018011527402,0.3225320181649583,0.2720018011527402
AP,421,0.07769518948517354,0.08531318926578488,0.07769518948517354
AP,438,0.22637329798194725,0.22963261452951844,0.22637329798194725
AP,441,0.40083296476485336,0.4196751075428187,0.40083296476485336
AP,609,0.24934833044944738,0.20233173879661626,0.24934833044944738
AP,610,0.0287088764742396,0.02892325315005727,0.0287088764742396
AP,613,0.07157753403261355,0.0925071430685711,0.07157753403261355
AP,623,0.061601118769931545,0.06118820815236984,0.061601118769931545
AP,624,0.20556419184904068,0.20794874556711346,0.20556419184904068
AP,626,0.4690156633063207,0.47852503283615055,0.4690156633063207
AP,631,0.36497271762801725,0.3699927314339926,0.36497271762801725
AP,634,0.5602752045933864,0.5630444909700227,0.5602752045933864
AP,635,0.533042369181315,0.5645959095389123,0.533042369181315
AP,641,0.36910202730477293,0.36072536539166394,0.36910202730477293
AP,644,0.272027279850453,0.28351176590742827,0.272027279850453
AP,645,0.6658222459942451,0.7127166706298966,0.6658222459942451
AP,646,0.37469010656739454,0.3644460120249673,0.37469010656739454
AP,647,0.29821406895979463,0.2987359986691061,0.29821406895979463
AP,650,0.05650584340288207,0.06068549081997646,0.05650584340288207
AP,651,0.1148374234386945,0.12764214732687307,0.1148374234386945
AP,652,0.07806554877569578,0.10748478866166404,0.07806554877569578
AP,666,0.00392156862745098,0.001349527665317139,0.00392156862745098
AP,675,0.25046945073583265,0.26817414094910363,0.25046945073583265
AP,691,0.20361155026037586,0.20080659803711426,0.20361155026037586
AP,698,0.21060613934303665,0.21039983136634474,0.21060613934303665
AP,306,0.15363939801040782,0.15439543356097796,0.15712083066833923
AP,313,0.28282775256274334,0.305767872100131,0.33636691812619174
AP,323,0.0663105608551939,0.06879688127579854,0.060488729864208744
AP,329,0.358236638929704,0.3770862434426547,0.3848764590022985
AP,330,0.14535295258985212,0.15004826824409295,0.15263279753506062
AP,332,0.06721721833508025,0.06048342521707971,0.04701019897626529
AP,336,0.0031719581260009062,0.006218378564425975,0.006087903554958039
AP,343,0.08407792985396208,0.08381235717168899,0.08761166467259722
AP,357,0.31840034069825085,0.32293556924498407,0.33004066775517116
AP,366,0.07351804590496185,0.090299560298147,0.08206500529894807
AP,367,0.009618308329731887,0.019338055566397304,0.017000435945808242
AP,374,0.07611753846027636,0.07176503089522072,0.06334400997940229
AP,376,0.017017093483827125,0.016857939636163694,0.011573403251956469
AP,380,0.20944700460829493,0.22045424314977385,0.21690590111642744
AP,383,0.120736682714695,0.10949555403837109,0.10366300739899999
AP,385,0.29164622214180563,0.3038058970890536,0.3203835366085771
AP,387,0.07682760626572246,0.07778071023865855,0.07138839927867888
AP,394,0.12018002972033447,0.10134958004788686,0.1206559145761146
AP,402,0.16704133710926178,0.16904362055359956,0.16511408741129077
AP,410,0.24839432084087704,0.24111271893386607,0.19219482842811167
AP,416,0.29146832785364807,0.29467593078409204,0.2845007688534869
AP,418,0.037837137129792975,0.03371708789890736,0.022286961222827254
AP,420,0.4606403276358853,0.44496390292430976,0.4429725745587949
AP,425,0.38019210454480845,0.38223568199306585,0.3808001833430521
AP,426,0.12795627315808983,0.11578983418034174,0.12260512826113155
AP,427,0.22965328252855283,0.2248087846073819,0.21663200637146252
AP,433,0.0025633934649421375,0.002257799671592775,0.0017322008016797097
AP,440,0.1169775753763974,0.12232436530681833,0.10916719888261056
AP,445,0.438223271735593,0.42925975006529477,0.4282333212547882
AP,448,0.049284734441938774,0.04606964907965363,0.04599464621561445
AP,449,0.06860951973588288,0.06661749369012292,0.06776422246069887
AP,601,0.5458601458601458,0.5643162393162393,0.5642781875658588
AP,605,0.29048599708614237,0.28749397299048673,0.2819229151785117
AP,606,0.18869043291483406,0.18652200084443354,0.17413883562528085
AP,607,0.22688009371635773,0.23330192622254134,0.24147800474384526
AP,618,0.07387966874791693,0.07704255573861131,0.07803833177351895
AP,619,0.4363591244023299,0.4317445663160374,0.40652822706593145
AP,632,0.38843505464963723,0.37532543642570687,0.39074359340589065
AP,636,0.05223028551726404,0.15578041856248204,0.1280599135147146
AP,648,0.34198070174142403,0.35087669996155263,0.38467113417511256
AP,662,0.1101176099409866,0.11608581711765488,0.11558017051935669
AP,663,0.49847212658581574,0.49191386185299274,0.4775273943504072
AP,664,0.6019525318544926,0.6726118086814604,0.8335858585858587
AP,667,0.23543064410505907,0.24575870266320243,0.21274996404226645
AP,676,0.11803870972306793,0.14280898992785335,0.14354847087263461
AP,684,0.10873225373268837,0.09180829904849966,0.10247784595383427
AP,685,0.13171918292372642,0.13926729149999734,0.11799834457413125
AP,687,0.410319692190254,0.40376814465342026,0.4058072373032677
AP,688,0.02043125782390942,0.036386343858789194,0.03846170906955686
AP,696,0.2130044626675317,0.20011732479369296,0.20412962516194116
AP,301,0.08486750821084624,0.08486750821084624,0.08486750821084624
AP,303,0.1107596420665273,0.1107596420665273,0.1107596420665273
AP,305,0.05223203409007959,0.05223203409007959,0.05223203409007959
AP,312,0.047027801711485594,0.047027801711485594,0.047027801711485594
AP,327,0.17709557096509884,0.17709557096509884,0.17709557096509884
