measure,query_id,perfect,binarized,nearrandom
AP,307,0.16912927753893844,0.1745975589783291,0.21288800641406946
AP,310,0.3666741278248526,0.3657668449508754,0.29600199395234555
AP,311,0.07351198407630564,0.08351916010576836,0.13368605498066904
AP,316,0.05893976158276457,0.06249049723443053,0.01981399761491106
AP,317,0.4456907079437243,0.4495001030715317,0.3540839118388694
AP,319,0.06224913276268751,0.06674484747549891,0.03302353943110632
AP,320,0.28818872352621644,0.16117113747528278,0.07453287453287454
AP,325,0.12352016344562979,0.08560319157382246,0.028426144628551548
AP,326,0.3250746533011027,0.31840018123622743,0.34900530463901724
AP,331,0.2511629918988562,0.26016315872437557,0.2929532077761644
AP,334,0.1160616325269762,0.11536277810787615,0.11770204813622955
AP,339,0.605892857142857,0.5815075504205938,0.25747668997668993
AP,346,0.1648132202087499,0.13943920784206784,0.09682549608220059
AP,356,0.13760361236117083,0.12157677246934681,0.04444159126594021
AP,361,0.4976430976430976,0.4515514678558157,0.35786435786435783
AP,368,0.5044474758107699,0.5053184991857286,0.3639778742224855
AP,369,0.345972943212207,0.3579129536067335,0.28070030930607853
AP,370,0.23277163496468564,0.23048550049559388,0.17037922984691842
AP,397,0.7803895862554321,0.7903038009289075,0.7076291743535885
AP,398,0.12050356188303551,0.12517595770241902,0.10281441492719527
AP,405,0.28635284558128155,0.2746839328653719,0.1160793783881274
AP,409,0.24185078057167753,0.2436990504787115,0.23506075892025297
AP,412,0.39168300929558053,0.3812761527306896,0.4038325507085856
AP,413,0.04713582827225004,0.024512475283916518,0.04085862300699833
AP,415,0.18402821458898086,0.17022317132572842,0.17164125664679447
AP,419,0.31451900754051215,0.32863093016696854,0.32648920738427856
AP,421,0.10751203772104193,0.09930482851873962,0.09236097752056584
AP,438,0.22312811837895283,0.20152838527156486,0.21657770063721396
AP,441,0.438091977460611,0.42891864896172005,0.4155880998907027
AP,609,0.24373524512121775,0.25864162816709974,0.26820688156021755
AP,610,0.1831491185134313,0.17868275839992231,0.035916479119779944
AP,613,0.22235687618513678,0.20289286653625271,0.08794876388855806
AP,623,0.0850454384104005,0.08809430685435093,0.06550698206506776
AP,624,0.3609211361160679,0.3804626328711436,0.2217978065826583
AP,626,0.5856580225330225,0.5661809612982193,0.4924498196582152
AP,631,0.4125187818621001,0.4391614846754754,0.42330524042024914
AP,634,0.6129329004329004,0.5950980392156863,0.6368128482362931
AP,635,0.659900203565908,0.6485034666459173,0.5285071001106275
AP,641,0.4324565832892616,0.4483766919353781,0.3857065729669659
AP,644,0.286481519870129,0.25854297561303347,0.24422861966846926
AP,645,0.733789257527582,0.7270923887907104,0.6493421249948712
AP,646,0.3789514472197723,0.3809821150029169,0.3831897620409658
AP,647,0.5128620547183562,0.5316316268768472,0.3802808498730665
AP,650,0.07563308432327745,0.08543583180352626,0.05373165069860245
AP,651,0.2172715823951373,0.20443058906890016,0.1546764097382118
AP,652,0.26487369023590396,0.26567968447143403,0.16008958591982153
AP,666,0.003875968992248062,0.010101010101010102,0.0045662100456621
AP,675,0.43505682968302445,0.41927208963592455,0.25744892367915506
AP,691,0.2191183279639806,0.19422491008220039,0.1637832760916091
AP,698,0.24331994263371595,0.24700167244984778,0.2185586297492328
AP,306,0.13323252230744678,0.12869033690550896,0.14913128106576132
AP,313,0.2625138931542097,0.2592251991817312,0.3124848080365333
AP,323,0.09929981995156566,0.0960370827553377,0.07253692197775935
AP,329,0.3990080239815545,0.39093705329874473,0.39323600166278555
AP,330,0.26508906649973846,0.2524351299677825,0.21180779010142917
AP,332,0.17627268643136745,0.15237241720543293,0.030164123246303763
AP,336,0.005839707542416463,0.02863002746153792,0.019699005979838858
AP,343,0.07743196413536703,0.07759632255031824,0.07809644394889617
AP,357,0.37392947650784236,0.3963060604975678,0.3401463782078273
AP,366,0.09772684879129244,0.10227020971473227,0.08891606989365813
AP,367,0.009566116733890986,0.016910456286477617,0.015105738692908993
AP,374,0.08863121114670942,0.09031489544823845,0.06392847491512332
AP,376,0.04246465014763931,0.044320913644104155,0.014987585377358458
AP,380,0.34598570972012965,0.3137843068261787,0.22277543201188518
AP,383,0.15370194652176783,0.14242478575893042,0.11135488057078831
AP,385,0.3329810274097495,0.32399463434135817,0.347361044663569
AP,387,0.13970368320466608,0.11890494944599111,0.08052812805072827
AP,394,0.12540052990082534,0.12582205168562952,0.121364067875582
AP,402,0.20221753735574066,0.20461106569962925,0.18939351874229865
AP,410,0.35581271431148803,0.39250916935350655,0.24444926634100186
AP,416,0.4798013154131621,0.48077568462722475,0.30649137258969844
AP,418,0.08945664477268055,0.07938675580366511,0.016731718843029476
AP,420,0.46565211616719954,0.5082762992651535,0.44366111959677007
AP,425,0.3213193095249259,0.3234805662698131,0.3620646488445103
AP,426,0.17764710829013705,0.18487336261680648,0.15347449610814917
AP,427,0.30877680136915564,0.3171389101093376,0.26335612273708325
AP,433,0.0018595923503898963,0.004575996127636166,0.0023522229404582345
AP,440,0.18054672391883933,0.17718748026240808,0.1253739478234334
AP,445,0.4694111175077072,0.45699223621034063,0.44702936402540333
AP,448,0.1031775088772785,0.09806606686926747,0.08014013976644328
AP,449,0.10327309225039197,0.08982513975331752,0.073085866996149
AP,601,0.675622968580715,0.6706293706293706,0.662760834670947
AP,605,0.3091184798791112,0.2888879296100942,0.2678925979693235
AP,606,0.3551774082615204,0.32941172124814466,0.22412325026242372
AP,607,0.41705122528737115,0.4138677622807375,0.2711080156782886
AP,618,0.18185230872786093,0.10778534768651259,0.08718038261482078
AP,619,0.6214792112535333,0.565008155299563,0.3801901805698278
AP,632,0.44192105360763356,0.4267954419990229,0.4119554509793245
AP,636,0.23234898998143913,0.23214273729223892,0.17757939148196514
AP,648,0.5294850469561795,0.49586400635910727,0.426517046086754
AP,662,0.28108180868056654,0.2513180882508631,0.09967830645240795
AP,663,0.6399578510950366,0.6009574952288932,0.5378983749833055
AP,664,0.8609744990892532,0.8505959982971477,0.8339481774264383
AP,667,0.31748920701044653,0.31290093421907095,0.23428839261434406
AP,676,0.28641876782405046,0.25387996178035493,0.1541759474306785
AP,684,0.2823232079701829,0.20154981745983308,0.08811885096160149
AP,685,0.3827070510541245,0.41150039795689897,0.13259337568598908
AP,687,0.42071256914756455,0.3853966719749077,0.38619184177692817
AP,688,0.08221704398710929,0.05515636312190199,0.036704561391438156
AP,696,0.30785741429143815,0.2743716649440546,0.19100361949388403
AP,301,0.10674605423903727,0.09977635221931125,0.08610341766939236
AP,303,0.3317462749000356,0.3471898287966979,0.10203396845830348
AP,305,0.0863782138525666,0.08792028951799159,0.05936792880677732
AP,312,0.09207892287707625,0.09235918944929455,0.04729672498127553
AP,327,0.30988631719830084,0.32848983485945205,0.20219011098854345
AP,328,0.4673416495784916,0.4658646616541353,0.38889355463189657
AP,333,0.3688826866168535,0.38089715620930825,0.3290043966520988
AP,337,0.18266242089347495,0.1848772162605156,0.1646411479779306
AP,342,0.12660037858360992,0.10936189916655836,0.06827140181226064
AP,347,0.45291300811129914,0.442465676574867,0.11115453705170326
AP,352,0.09893645402758561,0.06739025022288696,0.009243382024478454
AP,362,0.172877516334817,0.15901251775364975,0.13619529453860202
AP,363,0.4534970258896413,0.35433575324506544,0.18859881882605561
AP,365,0.250809551843053,0.2397129806653306,0.18545602670356404
AP,371,0.061816693905557045,0.03293295184988526,0.013136440284464429
AP,377,0.16254371886355953,0.14578479523634208,0.08077581396892938
AP,378,0.07238429810949865,0.0749464113410215,0.035387040588906
AP,379,0.16065705128205127,0.1579861111111111,0.08305495903921101
AP,386,0.11091812733710184,0.10532533871837664,0.05837565059746961
AP,391,0.30062440510634614,0.30856050393445744,0.28972608936647537
AP,396,0.2957553965514529,0.30418283708177635,0.28907496658137943
AP,399,0.17967433491347617,0.18606169647764115,0.08871669975761232
AP,401,0.20541275902524242,0.1986442839208489,0.12913191801557636
AP,414,0.23512465461187204,0.22490309663170158,0.236406365931903
AP,423,0.24286392934709436,0.23957584650634317,0.18471781867122722
AP,428,0.2745349706144444,0.27754154324924135,0.2382947218708524
AP,429,0.5588484848484848,0.5370725552764388,0.34634629439824244
AP,436,0.5800132068397431,0.5277465385598583,0.5316702720087484
AP,437,0.03759369317080398,0.016328581189369407,0.0091029046810845
AP,439,0.08768008314253427,0.06065087135421793,0.04783312922385839
AP,442,0.07843340908106271,0.06657916623804351,0.04543117321069234
AP,443,0.2503207887886875,0.22506140166461072,0.18026487357856566
AP,444,0.4126072941534509,0.4016397619492443,0.2642850797824416
AP,447,0.0015208486182440694,0.0024808130471279527,0.002508361204013378
AP,603,0.712974987974988,0.7019739808802309,0.6528975018037517
AP,615,0.1772107770827811,0.07108964012434242,0.021212351828612457
