measure,query_id,perfect,binarized,nearrandom
AP,307,0.26555876918586974,0.26134250386336644,0.26555876918586974
AP,310,0.2816353894239419,0.3409130298569884,0.2816353894239419
AP,311,0.34178164415434364,0.3027186190020863,0.34178164415434364
AP,316,0.042381207126435644,0.039098047848879235,0.042381207126435644
AP,317,0.2586197365308257,0.3532863739821813,0.2586197365308257
AP,319,0.03971262146871927,0.02528692316040556,0.03971262146871927
AP,320,0.1295764853133607,0.0769671336681646,0.1295764853133607
AP,325,0.005498812473381606,7.673419275629221e-05,0.005498812473381606
AP,326,0.3597603292341297,0.6092732382655938,0.3597603292341297
AP,331,0.28989727212452,0.2980827190135311,0.28989727212452
AP,334,0.06733712685646315,0.11892746881072383,0.06733712685646315
AP,339,0.17396692196692196,0.37779547930283225,0.17396692196692196
AP,346,0.06389607755749827,0.027272953528293096,0.06389607755749827
AP,356,0.05136195277734946,0.006302521008403361,0.05136195277734946
AP,361,0.16628112356053532,0.05346255852243074,0.16628112356053532
AP,368,0.28642736968371335,0.3367107713566015,0.28642736968371335
AP,369,0.1660350832441576,0.16765363776929312,0.1660350832441576
AP,370,0.24821020784071104,0.11939971180766279,0.24821020784071104
AP,397,0.5379144693420238,0.6159261680012116,0.5379144693420238
AP,398,0.060534484526233334,0.025349431108725073,0.060534484526233334
AP,405,0.09362856534392501,0.00282767293854316,0.09362856534392501
AP,409,0.17267156862745098,0.27455414012738855,0.17267156862745098
AP,412,0.3757688241388136,0.42472078505021743,0.3757688241388136
AP,413,0.0649141165768368,0.09756317583434816,0.0649141165768368
AP,415,0.07321556980531592,0.1331655849606181,0.07321556980531592
AP,419,0.2424652777777778,0.24202071927255753,0.2424652777777778
AP,421,0.033881227002960375,0.019353857361696054,0.033881227002960375
AP,438,0.22351647284457124,0.19072707368603856,0.22351647284457124
AP,441,0.47317874119344716,0.4768247811544959,0.47317874119344716
AP,609,0.23519491635003614,0.2296267403528707,0.23519491635003614
AP,610,0.009576538274425195,0.00165050175253277,0.009576538274425195
AP,613,0.13025520753169642,0.20267301798473392,0.13025520753169642
AP,623,0.07328866297785243,0.022894055238407884,0.07328866297785243
AP,624,0.1897661685062276,0.14775223416926797,0.1897661685062276
AP,626,0.5432180412157529,0.6236953161678984,0.5432180412157529
AP,631,0.1989800767674818,0.14094097151541624,0.1989800767674818
AP,634,0.6156177156177155,0.63288407329105,0.6156177156177155
AP,635,0.6986467895935204,0.7606877265325513,0.6986467895935204
AP,641,0.24290506139729465,0.2416669682782037,0.24290506139729465
AP,644,0.27307225684040815,0.22961831628959475,0.27307225684040815
AP,645,0.5433125598122931,0.6623118269115131,0.5433125598122931
AP,646,0.32937830912539995,0.3627110919162803,0.32937830912539995
AP,647,0.22515339646745183,0.34285766183949895,0.22515339646745183
AP,650,0.08609414005158396,0.02073438915780839,0.08609414005158396
AP,651,0.10206295283909166,0.11391625778707448,0.10206295283909166
AP,652,0.08204918929846451,0.06817840495505612,0.08204918929846451
AP,666,0.01693797859932045,0.0033003300330033004,0.01693797859932045
AP,675,0.14484369247727424,0.1418369392149912,0.14484369247727424
AP,691,0.14095224911905102,0.17204613250502782,0.14095224911905102
AP,698,0.11083661765028971,0.11867534370069868,0.11083661765028971
AP,306,0.1441098312818132,0.12878148531599773,0.1441098312818132
AP,313,0.16785764426593774,0.1670672767768218,0.16785764426593774
AP,323,0.08491212586753816,0.08210775565360545,0.08491212586753816
AP,329,0.34974893875081947,0.4336161849664695,0.34974893875081947
AP,330,0.1997403044918352,0.2392498186966588,0.1997403044918352
AP,332,0.029657220021105928,0.01536709412748462,0.029657220021105928
AP,336,0.05323688192930142,0.02833292513814671,0.05323688192930142
AP,343,0.03711761748140474,0.031796680833131474,0.03711761748140474
AP,357,0.23140685063560668,0.27482342512301067,0.23140685063560668
AP,366,0.05855597902936043,0.0576754896569809,0.05855597902936043
AP,367,0.053215379079505916,0.022205969034008934,0.053215379079505916
