measure,query_id,perfect,binarized,nearrandom
AP,307,0.3022501552419029,0.28571120099890823,0.24563192513153553
AP,310,0.6154048088663474,0.5782108884674261,0.26584354060723336
AP,311,0.2185216954545545,0.2247945802525807,0.20996921802805354
AP,316,0.00311459982640837,0.0365298729435535,0.01568815907951233
AP,317,0.461265840439686,0.3891432215786708,0.32615024150204036
AP,319,0.026428796697798764,0.03348673642889175,0.021736527060522527
AP,320,0.12805409867909867,0.07193228832202794,0.12757342879680608
AP,325,0.1761502474077513,0.20048980124195215,0.18212396782383142
AP,326,0.6035687005888618,0.5989395129282092,0.569848554952169
AP,331,0.45174108436886656,0.44364696316551105,0.4418080309186525
AP,334,0.02891171088825146,0.11361247747027586,0.11474618105309224
AP,339,0.5085510567863508,0.47358006547661713,0.3536879432624113
AP,346,0.24929004769716065,0.24922679362946099,0.18565350679469558
AP,356,0.0003214400514304082,0.12052143196815257,0.07322883444567109
AP,361,0.46921658986175113,0.4710222526012,0.4967532467532468
AP,368,0.673108714334516,0.6752191098371993,0.6508509947381255
AP,369,0.518482684921356,0.5188175504990045,0.4613261739049807
AP,370,0.3208713719440227,0.3305375921102858,0.28209331074800525
AP,397,0.7300484682776663,0.7245767127861934,0.6906628120382861
AP,398,0.34054763619446154,0.36250327860709475,0.31903821502674107
AP,405,0.5216670249346468,0.5084402174204385,0.43916743496207067
AP,409,0.24593535522166574,0.22198417293958694,0.1484359832087105
AP,412,0.4587462282919401,0.47251291707897686,0.4683102274037783
AP,413,0.05081750015196722,0.04528393505542712,0.044742497201463075
AP,415,0.20740564849075,0.23118305103370654,0.18612335617982442
AP,419,0.02476892734497972,0.1133947214335466,0.03234610166627413
AP,421,0.0715194101970169,0.07950601858862001,0.06241260258200649
AP,438,0.2705944571128183,0.25873999091424177,0.2426752436355031
AP,441,0.4356733315662155,0.4480431247459111,0.43855452090746205
AP,609,0.26331981238184005,0.2522816687498383,0.2035258100503894
AP,610,0.010154431986460757,0.000976925807596734,0.00874855794210633
AP,613,0.21818555658963926,0.218338002242572,0.18284055717829378
AP,623,0.07799704246224741,0.08046126938603897,0.08128278639909771
AP,624,0.3621802313512267,0.3317932099949347,0.32587940544241356
AP,626,0.6903947515980712,0.6851411533816424,0.5735238261100329
AP,631,0.3634264068707239,0.3604721334697744,0.3403492610350546
AP,634,0.6574292111652013,0.6608820588474048,0.660935441370224
AP,635,0.8023908058073156,0.8031684530826407,0.7978212934869283
AP,641,0.4298694782775352,0.3848886683809361,0.22671562804902826
AP,644,0.3204217587373958,0.29885764378711105,0.2817918405262406
AP,645,0.739242370180278,0.7282214636196775,0.6897982083578487
AP,646,0.45557600864812053,0.4147106052083789,0.24837611750994112
AP,647,0.5469427067781707,0.5728120726247423,0.43914205810752976
AP,650,0.03175151178915357,0.07502620882264315,0.06563405069778587
AP,651,0.13892175523774142,0.1573836036818906,0.11565291220278094
AP,652,0.36783378467132716,0.39179824935909047,0.2886337867586249
AP,666,0.06947960618846695,0.004830917874396135,0.057651991614255764
AP,675,0.059929889910418685,0.21818684210462752,0.08034869051630505
AP,691,0.2481853858713634,0.26491308157387816,0.21239545662141612
AP,698,0.023955739972337485,0.07340926016458109,0.04777519832505524
AP,306,0.1374606573954468,0.12700051026581294,0.13350079282605506
AP,313,0.4074769771966615,0.45095006486668493,0.43466026668795626
AP,323,0.14524278260345236,0.14134676832498078,0.13541461028594404
AP,329,0.4399529133401332,0.4383876204113282,0.44706621626524606
AP,330,0.34210549190534745,0.3056258603514489,0.21581694128710502
AP,332,0.22332525058458827,0.1807027837549767,0.09862216395644385
AP,336,0.20567383298177014,0.21154805085657294,0.17367599840846845
AP,343,0.11245345762549364,0.10876307604804789,0.10192186094479803
AP,357,0.37572163006211895,0.3702735191474875,0.3623892451426803
AP,366,0.14836860585992626,0.14064749978763158,0.12626420858130183
AP,367,0.1316198696294267,0.13494254965880098,0.10220672398589684
AP,374,0.17967760663779822,0.16953347928558055,0.1586615926089533
AP,376,0.012749472383355179,0.056983339561686316,0.017085332672096883
AP,380,0.28626023657870797,0.3166511723852103,0.31356258309844043
AP,383,0.17265848697381042,0.14222928031566198,0.0775372572485953
AP,385,0.41077397801625026,0.42339017935872936,0.4091352275397245
AP,387,0.17883907307086544,0.18509616110816085,0.15154423437378198
AP,394,0.11764705882352941,0.12132868095892407,0.12043356679633753
AP,402,0.37436477226312925,0.37689422498479214,0.3472926458614204
AP,410,0.4528867086258412,0.4651616712868934,0.45883023552667596
AP,416,0.33430670807510227,0.28441419209759033,0.22900835119290272
AP,418,0.06873290736554209,0.06830212008068436,0.018719270130068685
AP,420,0.4821051237683713,0.4902011912171037,0.47503801787131816
AP,425,0.4196230320186354,0.4140381799827718,0.41417667526647656
AP,426,0.18198253304700335,0.18467665006012615,0.17741766312510884
AP,427,0.2458418930900827,0.2228129830537815,0.17183973396474742
AP,433,0.07724764686790003,0.07796964939822083,0.027322267621569644
AP,440,0.2264643204077654,0.22404505361971735,0.23079188936622028
AP,445,0.533785233573872,0.540353816769217,0.5440955298087343
AP,448,0.00918739876551427,0.03411453506152208,0.012622248587487549
AP,449,0.12189395822362646,0.1217691301319682,0.11587546731372461
AP,601,0.655044390637611,0.6410785091197462,0.5328125
AP,605,0.37731190153702815,0.36256284091522556,0.3714411134967228
AP,606,0.15593045930678945,0.15895611117451303,0.08764084328504632
AP,607,0.41590380134608024,0.417331626216151,0.33597789313905
AP,618,0.07686269537526551,0.06320208552681818,0.07868459570638621
AP,619,0.6109691048507209,0.5878333768073787,0.5441701180991153
AP,632,0.45638541102061003,0.48214703390355623,0.47104848661443993
AP,636,0.20396615126440074,0.18820571146369877,0.1938830312291902
AP,648,0.5814428486335036,0.5873757890273512,0.5826911294544761
AP,662,0.22519626058024117,0.2299477740074701,0.18914787819643344
AP,663,0.6383781852565821,0.655633339449558,0.6211555114396733
AP,664,0.8434287970140683,0.853780786804859,0.8180214846881513
AP,667,0.3951729958523322,0.3932096951051195,0.38155416110237184
AP,676,0.2723567128892553,0.2724235146453691,0.20322600024598264
AP,684,0.2729391167937545,0.14566495350404524,0.11799610738373251
AP,685,0.028359185709237733,0.2179795606108552,0.16627095385442056
AP,687,0.3989347956389987,0.37425743068091094,0.3566954677786229
AP,688,0.08394650596272815,0.06682465073652205,0.03889170199719416
AP,696,0.6287500000251102,0.6058542312866609,0.4402765628631821
