mean_value,best,tpgr,measure,collection,user_model,encoder,model
0.741741523752603,0,0,nDCG@10,trec-dl-2019,perfect,contriever,LLM
0.663853056726245,0,0,nDCG@10,trec-dl-2019,perfect,contriever,vprf5
0.855124630741406,1,1,nDCG@10,trec-dl-2019,perfect,contriever,ClickLogsLinearModel
0.758510491896347,0,0,nDCG@10,trec-dl-2019,perfect,contriever,ClickLogsWeightedMean
0.668261821569754,0,0,nDCG@10,trec-dl-2019,perfect,contriever,ClickLogsMean
0.803858539982395,0,1,nDCG@10,trec-dl-2019,perfect,contriever,corocchio
0.636467511472961,0,0,nDCG@10,trec-dl-2019,perfect,contriever,vprf20
0.773921362478076,0,0,nDCG@10,trec-dl-2019,perfect,contriever,ClickLogsWeightedMax
0.674441871824657,0,0,nDCG@10,trec-dl-2019,perfect,contriever,nodime
0.74808860800243,0,0,nDCG@10,trec-dl-2019,perfect,dragon,ClickLogsWeightedMax
0.763793913710085,0,0,nDCG@10,trec-dl-2019,perfect,dragon,ClickLogsWeightedMean
0.767144186861204,0,0,nDCG@10,trec-dl-2019,perfect,dragon,LLM
0.897461356353922,1,1,nDCG@10,trec-dl-2019,perfect,dragon,ClickLogsLinearModel
0.830367085881906,0,0,nDCG@10,trec-dl-2019,perfect,dragon,corocchio
0.891332767251871,0,1,nDCG@10,trec-dl-2019,perfect,dragon,ClickLogsCorrelation
0.751515992938473,0,0,nDCG@10,trec-dl-2019,perfect,dragon,vprf5
0.73214903072557,0,0,nDCG@10,trec-dl-2019,perfect,dragon,vprf20
0.739765689904773,0,0,nDCG@10,trec-dl-2019,perfect,dragon,ClickLogsMean
0.739765689904773,0,0,nDCG@10,trec-dl-2019,perfect,dragon,nodime
0.856272513449715,0,1,nDCG@10,trec-dl-2019,perfect,tasb,ClickLogsCorrelation
0.862901077392694,1,1,nDCG@10,trec-dl-2019,perfect,tasb,ClickLogsLinearModel
0.7174618871471,0,0,nDCG@10,trec-dl-2019,perfect,tasb,nodime
0.7174618871471,0,0,nDCG@10,trec-dl-2019,perfect,tasb,ClickLogsMean
0.800470050622562,0,1,nDCG@10,trec-dl-2019,perfect,tasb,ClickLogsWeightedMax
0.749098197685613,0,0,nDCG@10,trec-dl-2019,perfect,tasb,ClickLogsWeightedMean
0.667127401291409,0,0,nDCG@10,trec-dl-2019,perfect,tasb,vprf20
0.810418442267616,0,1,nDCG@10,trec-dl-2019,perfect,tasb,corocchio
0.720981763587959,0,0,nDCG@10,trec-dl-2019,perfect,tasb,vprf5
0.749345669635241,0,0,nDCG@10,trec-dl-2019,perfect,tasb,LLM
0.646565183809394,0,0,nDCG@10,trec-dl-2020,binarized,contriever,vprf20
0.779644421769403,0,1,nDCG@10,trec-dl-2020,binarized,contriever,corocchio
0.757107955986345,0,0,nDCG@10,trec-dl-2020,binarized,contriever,ClickLogsWeightedMean
0.71678777947664,0,0,nDCG@10,trec-dl-2020,binarized,contriever,LLM
0.663374519947317,0,0,nDCG@10,trec-dl-2020,binarized,contriever,ClickLogsMean
0.693451946684124,0,0,nDCG@10,trec-dl-2020,binarized,contriever,vprf5
0.752027481992628,0,0,nDCG@10,trec-dl-2020,binarized,contriever,ClickLogsWeightedMax
0.823521342795705,1,1,nDCG@10,trec-dl-2020,binarized,contriever,ClickLogsLinearModel
0.671586219177575,0,0,nDCG@10,trec-dl-2020,binarized,contriever,nodime
0.821602075167769,0,1,nDCG@10,trec-dl-2020,binarized,contriever,ClickLogsCorrelation
0.862909648030512,0,1,nDCG@10,trec-dl-2020,binarized,dragon,ClickLogsLinearModel
0.718220923753845,0,0,nDCG@10,trec-dl-2020,binarized,dragon,nodime
0.730946494482642,0,0,nDCG@10,trec-dl-2020,binarized,dragon,ClickLogsWeightedMax
0.718220923753845,0,0,nDCG@10,trec-dl-2020,binarized,dragon,ClickLogsMean
0.72195003722574,0,0,nDCG@10,trec-dl-2020,binarized,dragon,vprf5
0.707014172548013,0,0,nDCG@10,trec-dl-2020,binarized,dragon,vprf20
0.749513116066238,0,0,nDCG@10,trec-dl-2020,binarized,dragon,LLM
0.824612053438932,0,1,nDCG@10,trec-dl-2020,binarized,dragon,corocchio
0.87224753717012,1,1,nDCG@10,trec-dl-2020,binarized,dragon,ClickLogsCorrelation
0.730847169214595,0,0,nDCG@10,trec-dl-2020,binarized,dragon,ClickLogsWeightedMean
0.71934804898905,0,0,nDCG@10,trec-dl-2020,binarized,tasb,ClickLogsWeightedMean
0.784750098271229,0,1,nDCG@10,trec-dl-2020,binarized,tasb,corocchio
0.711731077938277,0,0,nDCG@10,trec-dl-2020,binarized,tasb,LLM
0.679372978199047,0,0,nDCG@10,trec-dl-2020,binarized,tasb,ClickLogsMean
0.848352930366206,1,1,nDCG@10,trec-dl-2020,binarized,tasb,ClickLogsLinearModel
0.64885941267416,0,0,nDCG@10,trec-dl-2020,binarized,tasb,vprf20
0.683730773767763,0,0,nDCG@10,trec-dl-2020,binarized,tasb,nodime
0.69510457195402,0,0,nDCG@10,trec-dl-2020,binarized,tasb,vprf5
0.8290410563705,0,1,nDCG@10,trec-dl-2020,binarized,tasb,ClickLogsCorrelation
0.786567895456155,0,1,nDCG@10,trec-dl-2020,binarized,tasb,ClickLogsWeightedMax
0.646565183809394,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,vprf20
0.633404947458514,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,corocchio
0.745032382784905,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,ClickLogsWeightedMean
0.71678777947664,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,LLM
0.663374519947317,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,ClickLogsMean
0.693451946684124,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,vprf5
0.755516386372504,0,1,nDCG@10,trec-dl-2020,nearrandom,contriever,ClickLogsWeightedMax
0.806285182968062,1,1,nDCG@10,trec-dl-2020,nearrandom,contriever,ClickLogsLinearModel
0.671586219177575,0,0,nDCG@10,trec-dl-2020,nearrandom,contriever,nodime
0.796576840328552,0,1,nDCG@10,trec-dl-2020,nearrandom,contriever,ClickLogsCorrelation
0.839390011484873,1,1,nDCG@10,trec-dl-2020,nearrandom,dragon,ClickLogsLinearModel
0.718220923753845,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,nodime
0.731721830283057,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,ClickLogsWeightedMax
0.718220923753845,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,ClickLogsMean
0.72195003722574,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,vprf5
0.707014172548013,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,vprf20
0.749513116066238,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,LLM
0.703123558350857,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,corocchio
0.83755406607527,0,1,nDCG@10,trec-dl-2020,nearrandom,dragon,ClickLogsCorrelation
0.740450515452208,0,0,nDCG@10,trec-dl-2020,nearrandom,dragon,ClickLogsWeightedMean
0.717582984162435,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,ClickLogsWeightedMean
0.628272708688135,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,corocchio
0.711731077938277,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,LLM
0.679372978199047,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,ClickLogsMean
0.813236806997677,1,1,nDCG@10,trec-dl-2020,nearrandom,tasb,ClickLogsLinearModel
0.64885941267416,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,vprf20
0.683730773767763,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,nodime
0.69510457195402,0,0,nDCG@10,trec-dl-2020,nearrandom,tasb,vprf5
0.807862246267229,0,1,nDCG@10,trec-dl-2020,nearrandom,tasb,ClickLogsCorrelation
0.779402611967516,0,1,nDCG@10,trec-dl-2020,nearrandom,tasb,ClickLogsWeightedMax
0.646565183809394,0,0,nDCG@10,trec-dl-2020,perfect,contriever,vprf20
0.792827960703039,0,1,nDCG@10,trec-dl-2020,perfect,contriever,corocchio
0.740614239660878,0,0,nDCG@10,trec-dl-2020,perfect,contriever,ClickLogsWeightedMean
0.71678777947664,0,0,nDCG@10,trec-dl-2020,perfect,contriever,LLM
0.663374519947317,0,0,nDCG@10,trec-dl-2020,perfect,contriever,ClickLogsMean
0.693451946684124,0,0,nDCG@10,trec-dl-2020,perfect,contriever,vprf5
0.774087554083235,0,1,nDCG@10,trec-dl-2020,perfect,contriever,ClickLogsWeightedMax
0.820170998035666,0,1,nDCG@10,trec-dl-2020,perfect,contriever,ClickLogsLinearModel
0.671586219177575,0,0,nDCG@10,trec-dl-2020,perfect,contriever,nodime
0.821779150961891,1,1,nDCG@10,trec-dl-2020,perfect,contriever,ClickLogsCorrelation
0.885323243191915,1,1,nDCG@10,trec-dl-2020,perfect,dragon,ClickLogsLinearModel
0.718220923753845,0,0,nDCG@10,trec-dl-2020,perfect,dragon,nodime
0.73160545748216,0,0,nDCG@10,trec-dl-2020,perfect,dragon,ClickLogsWeightedMax
0.718220923753845,0,0,nDCG@10,trec-dl-2020,perfect,dragon,ClickLogsMean
0.72195003722574,0,0,nDCG@10,trec-dl-2020,perfect,dragon,vprf5
0.707014172548013,0,0,nDCG@10,trec-dl-2020,perfect,dragon,vprf20
0.749513116066238,0,0,nDCG@10,trec-dl-2020,perfect,dragon,LLM
0.832623741571308,0,0,nDCG@10,trec-dl-2020,perfect,dragon,corocchio
0.882577383542325,0,1,nDCG@10,trec-dl-2020,perfect,dragon,ClickLogsCorrelation
0.738039356212391,0,0,nDCG@10,trec-dl-2020,perfect,dragon,ClickLogsWeightedMean
0.713442649885459,0,0,nDCG@10,trec-dl-2020,perfect,tasb,ClickLogsWeightedMean
0.806574161406245,0,1,nDCG@10,trec-dl-2020,perfect,tasb,corocchio
0.711731077938277,0,0,nDCG@10,trec-dl-2020,perfect,tasb,LLM
0.679372978199047,0,0,nDCG@10,trec-dl-2020,perfect,tasb,ClickLogsMean
0.860614839282973,1,1,nDCG@10,trec-dl-2020,perfect,tasb,ClickLogsLinearModel
0.64885941267416,0,0,nDCG@10,trec-dl-2020,perfect,tasb,vprf20
0.683730773767763,0,0,nDCG@10,trec-dl-2020,perfect,tasb,nodime
0.69510457195402,0,0,nDCG@10,trec-dl-2020,perfect,tasb,vprf5
0.849247511219933,0,1,nDCG@10,trec-dl-2020,perfect,tasb,ClickLogsCorrelation
0.79402949153475,0,1,nDCG@10,trec-dl-2020,perfect,tasb,ClickLogsWeightedMax
0.515374270943289,0,0,nDCG@10,trec-robust-2004,binarized,contriever,LLM
0.722552068271093,0,1,nDCG@10,trec-robust-2004,binarized,contriever,ClickLogsCorrelation
0.478535963326916,0,0,nDCG@10,trec-robust-2004,binarized,contriever,ClickLogsMean
0.473688820178297,0,0,nDCG@10,trec-robust-2004,binarized,contriever,vprf5
0.725261156123409,1,1,nDCG@10,trec-robust-2004,binarized,contriever,ClickLogsLinearModel
0.63939528105721,0,0,nDCG@10,trec-robust-2004,binarized,contriever,corocchio
0.46869102680297,0,0,nDCG@10,trec-robust-2004,binarized,contriever,vprf20
0.465493962217908,0,0,nDCG@10,trec-robust-2004,binarized,contriever,nodime
0.608589958840471,0,0,nDCG@10,trec-robust-2004,binarized,contriever,ClickLogsWeightedMean
0.619744360253583,0,0,nDCG@10,trec-robust-2004,binarized,contriever,ClickLogsWeightedMax
0.489294289798457,0,0,nDCG@10,trec-robust-2004,binarized,dragon,ClickLogsWeightedMax
0.478295306889206,0,0,nDCG@10,trec-robust-2004,binarized,dragon,LLM
0.714180279723725,0,1,nDCG@10,trec-robust-2004,binarized,dragon,ClickLogsCorrelation
0.482460246417972,0,0,nDCG@10,trec-robust-2004,binarized,dragon,ClickLogsWeightedMean
0.446850684742966,0,0,nDCG@10,trec-robust-2004,binarized,dragon,vprf5
0.433568711292927,0,0,nDCG@10,trec-robust-2004,binarized,dragon,vprf20
0.460529118678452,0,0,nDCG@10,trec-robust-2004,binarized,dragon,ClickLogsMean
0.726181246083554,1,1,nDCG@10,trec-robust-2004,binarized,dragon,ClickLogsLinearModel
0.60480226728176,0,0,nDCG@10,trec-robust-2004,binarized,dragon,corocchio
0.460529118678452,0,0,nDCG@10,trec-robust-2004,binarized,dragon,nodime
0.598967564853122,0,0,nDCG@10,trec-robust-2004,binarized,tasb,corocchio
0.469666054995815,0,0,nDCG@10,trec-robust-2004,binarized,tasb,vprf5
0.677380786813579,0,1,nDCG@10,trec-robust-2004,binarized,tasb,ClickLogsCorrelation
0.410613310470049,0,0,nDCG@10,trec-robust-2004,binarized,tasb,vprf20
0.577695174376769,0,0,nDCG@10,trec-robust-2004,binarized,tasb,ClickLogsWeightedMax
0.688725752926763,1,1,nDCG@10,trec-robust-2004,binarized,tasb,ClickLogsLinearModel
0.485407245917688,0,0,nDCG@10,trec-robust-2004,binarized,tasb,LLM
0.589312300441535,0,0,nDCG@10,trec-robust-2004,binarized,tasb,ClickLogsWeightedMean
0.450490469784392,0,0,nDCG@10,trec-robust-2004,binarized,tasb,ClickLogsMean
0.447037182539562,0,0,nDCG@10,trec-robust-2004,binarized,tasb,nodime
0.515374270943289,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,LLM
0.642861945115444,0,1,nDCG@10,trec-robust-2004,nearrandom,contriever,ClickLogsCorrelation
0.478535963326916,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,ClickLogsMean
0.473688820178297,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,vprf5
0.64821022542255,1,1,nDCG@10,trec-robust-2004,nearrandom,contriever,ClickLogsLinearModel
0.456401804729794,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,corocchio
0.46869102680297,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,vprf20
0.465493962217908,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,nodime
0.473897500420619,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,ClickLogsWeightedMean
0.552596273073053,0,0,nDCG@10,trec-robust-2004,nearrandom,contriever,ClickLogsWeightedMax
0.491358514917323,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,ClickLogsWeightedMax
0.478295306889206,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,LLM
0.624605143500264,0,1,nDCG@10,trec-robust-2004,nearrandom,dragon,ClickLogsCorrelation
0.460529118678452,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,ClickLogsWeightedMean
0.446850684742966,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,vprf5
0.433568711292927,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,vprf20
0.460529118678452,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,ClickLogsMean
0.638763878738805,1,1,nDCG@10,trec-robust-2004,nearrandom,dragon,ClickLogsLinearModel
0.403657259139866,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,corocchio
0.460529118678452,0,0,nDCG@10,trec-robust-2004,nearrandom,dragon,nodime
0.388814290130313,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,corocchio
0.469666054995815,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,vprf5
0.603968970560296,0,1,nDCG@10,trec-robust-2004,nearrandom,tasb,ClickLogsCorrelation
0.410613310470049,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,vprf20
0.519047201383232,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,ClickLogsWeightedMax
0.618158188506439,1,1,nDCG@10,trec-robust-2004,nearrandom,tasb,ClickLogsLinearModel
0.485407245917688,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,LLM
0.442697223114537,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,ClickLogsWeightedMean
0.450490469784392,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,ClickLogsMean
0.447037182539562,0,0,nDCG@10,trec-robust-2004,nearrandom,tasb,nodime
0.515374270943289,0,0,nDCG@10,trec-robust-2004,perfect,contriever,LLM
0.737296576430602,1,1,nDCG@10,trec-robust-2004,perfect,contriever,ClickLogsCorrelation
0.478535963326916,0,0,nDCG@10,trec-robust-2004,perfect,contriever,ClickLogsMean
0.473688820178297,0,0,nDCG@10,trec-robust-2004,perfect,contriever,vprf5
0.733631808309373,0,1,nDCG@10,trec-robust-2004,perfect,contriever,ClickLogsLinearModel
0.686655542013959,0,0,nDCG@10,trec-robust-2004,perfect,contriever,corocchio
0.46869102680297,0,0,nDCG@10,trec-robust-2004,perfect,contriever,vprf20
0.465493962217908,0,0,nDCG@10,trec-robust-2004,perfect,contriever,nodime
0.456172563482881,0,0,nDCG@10,trec-robust-2004,perfect,contriever,ClickLogsWeightedMean
0.535315082175089,0,0,nDCG@10,trec-robust-2004,perfect,contriever,ClickLogsWeightedMax
0.491496845510484,0,0,nDCG@10,trec-robust-2004,perfect,dragon,ClickLogsWeightedMax
0.478295306889206,0,0,nDCG@10,trec-robust-2004,perfect,dragon,LLM
0.724843220495804,0,1,nDCG@10,trec-robust-2004,perfect,dragon,ClickLogsCorrelation
0.460529118678452,0,0,nDCG@10,trec-robust-2004,perfect,dragon,ClickLogsWeightedMean
0.446850684742966,0,0,nDCG@10,trec-robust-2004,perfect,dragon,vprf5
0.433568711292927,0,0,nDCG@10,trec-robust-2004,perfect,dragon,vprf20
0.460529118678452,0,0,nDCG@10,trec-robust-2004,perfect,dragon,ClickLogsMean
0.734179174696817,1,1,nDCG@10,trec-robust-2004,perfect,dragon,ClickLogsLinearModel
0.649442096760202,0,0,nDCG@10,trec-robust-2004,perfect,dragon,corocchio
0.460529118678452,0,0,nDCG@10,trec-robust-2004,perfect,dragon,nodime
0.647549494274347,0,0,nDCG@10,trec-robust-2004,perfect,tasb,corocchio
0.469666054995815,0,0,nDCG@10,trec-robust-2004,perfect,tasb,vprf5
0.685098241782283,0,1,nDCG@10,trec-robust-2004,perfect,tasb,ClickLogsCorrelation
0.410613310470049,0,0,nDCG@10,trec-robust-2004,perfect,tasb,vprf20
0.524048687112763,0,0,nDCG@10,trec-robust-2004,perfect,tasb,ClickLogsWeightedMax
0.699459451098009,1,1,nDCG@10,trec-robust-2004,perfect,tasb,ClickLogsLinearModel
0.485407245917688,0,0,nDCG@10,trec-robust-2004,perfect,tasb,LLM
0.446774370324375,0,0,nDCG@10,trec-robust-2004,perfect,tasb,ClickLogsWeightedMean
0.450490469784392,0,0,nDCG@10,trec-robust-2004,perfect,tasb,ClickLogsMean
0.447037182539562,0,0,nDCG@10,trec-robust-2004,perfect,tasb,nodime
0.715698764007705,0,1,nDCG@100,trec-dl-2019,binarized,contriever,ClickLogsCorrelation
0.675652635599199,0,1,nDCG@100,trec-dl-2019,binarized,contriever,LLM
0.646541475478145,0,0,nDCG@100,trec-dl-2019,binarized,contriever,vprf5
0.72289864711138,1,1,nDCG@100,trec-dl-2019,binarized,contriever,ClickLogsLinearModel
0.675136470281044,0,1,nDCG@100,trec-dl-2019,binarized,contriever,ClickLogsWeightedMean
0.643203228495761,0,0,nDCG@100,trec-dl-2019,binarized,contriever,ClickLogsMean
0.702994725699289,0,1,nDCG@100,trec-dl-2019,binarized,contriever,corocchio
0.636473241677401,0,0,nDCG@100,trec-dl-2019,binarized,contriever,vprf20
0.691727679083373,0,1,nDCG@100,trec-dl-2019,binarized,contriever,ClickLogsWeightedMax
0.634137225200418,0,0,nDCG@100,trec-dl-2019,binarized,contriever,nodime
0.676132790984794,0,0,nDCG@100,trec-dl-2019,binarized,dragon,ClickLogsWeightedMax
0.683499806277886,0,0,nDCG@100,trec-dl-2019,binarized,dragon,ClickLogsWeightedMean
0.700345346526615,0,0,nDCG@100,trec-dl-2019,binarized,dragon,LLM
0.739307324809069,0,1,nDCG@100,trec-dl-2019,binarized,dragon,ClickLogsLinearModel
0.750037757912265,1,1,nDCG@100,trec-dl-2019,binarized,dragon,corocchio
0.740538681536613,0,1,nDCG@100,trec-dl-2019,binarized,dragon,ClickLogsCorrelation
0.703312104167338,0,0,nDCG@100,trec-dl-2019,binarized,dragon,vprf5
0.692134976796443,0,0,nDCG@100,trec-dl-2019,binarized,dragon,vprf20
0.67254994433728,0,0,nDCG@100,trec-dl-2019,binarized,dragon,ClickLogsMean
0.67254994433728,0,0,nDCG@100,trec-dl-2019,binarized,dragon,nodime
0.711128000811246,1,1,nDCG@100,trec-dl-2019,binarized,tasb,ClickLogsCorrelation
0.710819955640679,0,1,nDCG@100,trec-dl-2019,binarized,tasb,ClickLogsLinearModel
0.637050826064263,0,0,nDCG@100,trec-dl-2019,binarized,tasb,nodime
0.646874080750347,0,0,nDCG@100,trec-dl-2019,binarized,tasb,ClickLogsMean
0.696112851375636,0,1,nDCG@100,trec-dl-2019,binarized,tasb,ClickLogsWeightedMax
0.651800114399661,0,0,nDCG@100,trec-dl-2019,binarized,tasb,ClickLogsWeightedMean
0.636088015998361,0,0,nDCG@100,trec-dl-2019,binarized,tasb,vprf20
0.710008962852616,0,1,nDCG@100,trec-dl-2019,binarized,tasb,corocchio
0.666514283103148,0,1,nDCG@100,trec-dl-2019,binarized,tasb,vprf5
0.684444208467001,0,1,nDCG@100,trec-dl-2019,binarized,tasb,LLM
0.708264980961127,1,1,nDCG@100,trec-dl-2019,nearrandom,contriever,ClickLogsCorrelation
0.675652635599199,0,1,nDCG@100,trec-dl-2019,nearrandom,contriever,LLM
0.646541475478145,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,vprf5
0.699193564496234,0,1,nDCG@100,trec-dl-2019,nearrandom,contriever,ClickLogsLinearModel
0.655381862289685,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,ClickLogsWeightedMean
0.643203228495761,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,ClickLogsMean
0.627673871120024,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,corocchio
0.636473241677401,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,vprf20
0.665997463122961,0,1,nDCG@100,trec-dl-2019,nearrandom,contriever,ClickLogsWeightedMax
0.634137225200418,0,0,nDCG@100,trec-dl-2019,nearrandom,contriever,nodime
0.668743721111139,0,0,nDCG@100,trec-dl-2019,nearrandom,dragon,ClickLogsWeightedMax
0.667601701603448,0,0,nDCG@100,trec-dl-2019,nearrandom,dragon,ClickLogsWeightedMean
0.700345346526615,0,1,nDCG@100,trec-dl-2019,nearrandom,dragon,LLM
0.725570570190281,0,1,nDCG@100,trec-dl-2019,nearrandom,dragon,ClickLogsLinearModel
0.6891248775042,0,1,nDCG@100,trec-dl-2019,nearrandom,dragon,corocchio
0.728575422806227,1,1,nDCG@100,trec-dl-2019,nearrandom,dragon,ClickLogsCorrelation
0.703312104167338,0,1,nDCG@100,trec-dl-2019,nearrandom,dragon,vprf5
0.692134976796443,0,1,nDCG@100,trec-dl-2019,nearrandom,dragon,vprf20
0.67254994433728,0,0,nDCG@100,trec-dl-2019,nearrandom,dragon,ClickLogsMean
0.67254994433728,0,0,nDCG@100,trec-dl-2019,nearrandom,dragon,nodime
0.703355552831249,0,1,nDCG@100,trec-dl-2019,nearrandom,tasb,ClickLogsCorrelation
0.71172056643169,1,1,nDCG@100,trec-dl-2019,nearrandom,tasb,ClickLogsLinearModel
0.637050826064263,0,0,nDCG@100,trec-dl-2019,nearrandom,tasb,nodime
0.646874080750347,0,0,nDCG@100,trec-dl-2019,nearrandom,tasb,ClickLogsMean
0.686404048726004,0,1,nDCG@100,trec-dl-2019,nearrandom,tasb,ClickLogsWeightedMax
0.643576159090767,0,0,nDCG@100,trec-dl-2019,nearrandom,tasb,ClickLogsWeightedMean
0.636088015998361,0,0,nDCG@100,trec-dl-2019,nearrandom,tasb,vprf20
0.621209830827603,0,0,nDCG@100,trec-dl-2019,nearrandom,tasb,corocchio
0.666514283103148,0,1,nDCG@100,trec-dl-2019,nearrandom,tasb,vprf5
0.684444208467001,0,1,nDCG@100,trec-dl-2019,nearrandom,tasb,LLM
0.734155360897013,0,1,nDCG@100,trec-dl-2019,perfect,contriever,ClickLogsCorrelation
0.675652635599199,0,1,nDCG@100,trec-dl-2019,perfect,contriever,LLM
0.646541475478145,0,0,nDCG@100,trec-dl-2019,perfect,contriever,vprf5
0.734606689811588,1,1,nDCG@100,trec-dl-2019,perfect,contriever,ClickLogsLinearModel
0.669062126395015,0,0,nDCG@100,trec-dl-2019,perfect,contriever,ClickLogsWeightedMean
0.643203228495761,0,0,nDCG@100,trec-dl-2019,perfect,contriever,ClickLogsMean
0.732694895362635,0,1,nDCG@100,trec-dl-2019,perfect,contriever,corocchio
0.636473241677401,0,0,nDCG@100,trec-dl-2019,perfect,contriever,vprf20
0.698026404472749,0,1,nDCG@100,trec-dl-2019,perfect,contriever,ClickLogsWeightedMax
0.634137225200418,0,0,nDCG@100,trec-dl-2019,perfect,contriever,nodime
0.672805072968521,0,0,nDCG@100,trec-dl-2019,perfect,dragon,ClickLogsWeightedMax
0.668523270586077,0,0,nDCG@100,trec-dl-2019,perfect,dragon,ClickLogsWeightedMean
0.700345346526615,0,0,nDCG@100,trec-dl-2019,perfect,dragon,LLM
0.738751554522642,0,1,nDCG@100,trec-dl-2019,perfect,dragon,ClickLogsLinearModel
0.756915670050114,1,1,nDCG@100,trec-dl-2019,perfect,dragon,corocchio
0.746525929578643,0,1,nDCG@100,trec-dl-2019,perfect,dragon,ClickLogsCorrelation
0.703312104167338,0,0,nDCG@100,trec-dl-2019,perfect,dragon,vprf5
0.692134976796443,0,0,nDCG@100,trec-dl-2019,perfect,dragon,vprf20
0.67254994433728,0,0,nDCG@100,trec-dl-2019,perfect,dragon,ClickLogsMean
0.67254994433728,0,0,nDCG@100,trec-dl-2019,perfect,dragon,nodime
0.724631505504724,0,1,nDCG@100,trec-dl-2019,perfect,tasb,ClickLogsCorrelation
0.723402425862582,0,1,nDCG@100,trec-dl-2019,perfect,tasb,ClickLogsLinearModel
0.637050826064263,0,0,nDCG@100,trec-dl-2019,perfect,tasb,nodime
0.646874080750347,0,0,nDCG@100,trec-dl-2019,perfect,tasb,ClickLogsMean
0.702178634078875,0,1,nDCG@100,trec-dl-2019,perfect,tasb,ClickLogsWeightedMax
0.626052134834343,0,0,nDCG@100,trec-dl-2019,perfect,tasb,ClickLogsWeightedMean
0.636088015998361,0,0,nDCG@100,trec-dl-2019,perfect,tasb,vprf20
0.726237440885702,1,1,nDCG@100,trec-dl-2019,perfect,tasb,corocchio
0.666514283103148,0,0,nDCG@100,trec-dl-2019,perfect,tasb,vprf5
0.684444208467001,0,1,nDCG@100,trec-dl-2019,perfect,tasb,LLM
0.618013389823771,0,0,nDCG@100,trec-dl-2020,binarized,contriever,vprf20
0.690036086333416,1,1,nDCG@100,trec-dl-2020,binarized,contriever,corocchio
0.652313774727141,0,0,nDCG@100,trec-dl-2020,binarized,contriever,ClickLogsWeightedMean
0.661224916208751,0,1,nDCG@100,trec-dl-2020,binarized,contriever,LLM
0.63660329413507,0,0,nDCG@100,trec-dl-2020,binarized,contriever,ClickLogsMean
0.639214113499024,0,0,nDCG@100,trec-dl-2020,binarized,contriever,vprf5
0.666439621320225,0,1,nDCG@100,trec-dl-2020,binarized,contriever,ClickLogsWeightedMax
0.680023526311808,0,1,nDCG@100,trec-dl-2020,binarized,contriever,ClickLogsLinearModel
0.628344699235332,0,0,nDCG@100,trec-dl-2020,binarized,contriever,nodime
0.68740123797111,0,1,nDCG@100,trec-dl-2020,binarized,contriever,ClickLogsCorrelation
0.71429542997812,0,1,nDCG@100,trec-dl-2020,binarized,dragon,ClickLogsLinearModel
0.658675980544914,0,0,nDCG@100,trec-dl-2020,binarized,dragon,nodime
0.658075231216037,0,0,nDCG@100,trec-dl-2020,binarized,dragon,ClickLogsWeightedMax
